sequencing_ID;lab_ID;SR_sample_accession;SR_lane_accession;LR_sample_accession;LR_run_accession;ST;HC0;HC900_ceBG;HC2000_super_lineage;lineage;BAPS_level1;BAPS_level2;qc;included;serotype_lab;country_of_isolation;year_of_isolation;source;institute;travel_origin;city_Orphanage_Ethiopia;remarks;AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN;BETA-LACTAM;CEPHALOSPORIN;CHLORAMPHENICOL;GENTAMICIN;GENTAMICIN/KANAMYCIN/TOBRAMYCIN;KANAMYCIN;MACROLIDE;MACROLIDE-AZI;QUATERNARY AMMONIUM;QUINOLONE;QUINOLONE/TRICLOSAN;RIFAMYCIN;STREPTOMYCIN;SULFONAMIDE;TETRACYCLINE;TRIMETHOPRIM;aac(3)-IId;aac(3)-IIe;aac(3)-IIg;aac(6')-IIc;aac(6')-Ib-cr5;aadA1;aadA2;ant(2'')-Ia;aph(3'')-Ib;aph(3')-Ia;aph(6)-Id;arr;blaCARB-4;blaCTX-M;blaCTX-M-15;blaOXA;blaOXA-1;blaOXA-10;blaPSE;blaSCO;blaSCO-1;blaSHV;blaSHV-12;blaTEM;blaTEM-1;catA1;catA2;catB3;cmlA5;dfrA1;dfrA12;dfrA14;dfrA15;dfrA19;dfrA23;dfrA5;dfrA7;ere(A);floR;gyrA_S83F;mph(A);mph(E);msr(E);qacE;qacEdelta1;qacL;qnrA;qnrA1;qnrB;qnrB1;qnrB2;qnrS1;sul1;sul2;tet(A);tet(D);Col(BS512)_1;Col156_1;Col440II_1;Col440I_1;Col8282_1;ColRNAI_1;IncA/C2_1;IncFIA(HI1)_1_HI1;IncFIB(pHCM2)_1_pHCM2;IncFII(S)_1;IncFII(p96A)_1_p96A;IncFII(pRSB107)_1_pRSB107;IncHI1A(CIT)_1_pNDM-CIT;IncHI1B(CIT)_1_pNDM-CIT;IncHI1B(R27)_1_R27;IncHI2A_1;IncHI2_1;IncI1_1_Alpha;IncL/M(pMU407)_1_pMU407;IncN_1;IncQ1_1;IncX4_1;IncX4_2;IncY_1;p0111_1
32640_1_340;70349;ERS3779190;ERR9516345;NA;NA;307500;307500;7922;750;3;3;10;pass;yes;Concord;USA;2007;stool;DTU Denmark;Ethiopia;Addis Ababa - Orphanage H;US/Tennessee;0;0;2;1;1;1;0;1;0;1;0;0;1;2;2;1;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;100;0
32640_1_381;H061980337;ERS3779202;ERR9516360;NA;NA;308005;308005;7922;750;3;3;10;pass;yes;Concord;UK;2006;human;DTU Denmark;Ethiopia;NA;Adoptee from Ethiopia;0;0;2;1;1;1;0;1;0;1;0;0;1;2;2;1;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;0;0
32640_1_6;H071600082;ERS3779204;ERR9516179;NA;NA;307957;307957;7922;750;3;3;10;pass;yes;Concord;UK;2007;human;DTU Denmark;NA;NA;NA;0;0;2;1;1;1;0;1;0;1;0;1;1;2;2;1;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;100;0
32640_1_35;53306;ERS3779211;ERR9516193;NA;NA;307480;307480;7922;750;3;3;10;pass;yes;Concord;Austria;2006;human;DTU Denmark;Ethiopia;NA;Adoptee from Ethiopia;0;0;2;1;1;1;0;1;0;1;0;0;1;2;2;1;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;100;0
32640_1_39;64206;ERS3779212;ERR9516195;SAMEA110144036;ERR9855648;307475;307475;7922;750;3;3;10;pass;yes;Concord;Austria;2006;human;DTU Denmark;Ethiopia;NA;Adoptee from Ethiopia;0;0;1;1;1;1;0;1;0;1;0;0;1;2;2;1;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;100;0
32640_1_43;643706;ERS3779213;ERR9516197;NA;NA;307477;307477;7922;750;3;3;10;pass;yes;Concord;Austria;2006;human;DTU Denmark;Ethiopia;NA;Patient accompanied her Ethiopian adoptee (asymptomatic) from Ethiopia;0;0;2;1;1;1;0;1;0;1;0;0;1;2;2;1;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;100;0
32640_1_47;95907;ERS3779214;ERR9516199;SAMEA110144038;ERR9855650;307485;307485;7922;750;3;3;10;pass;yes;Concord;Austria;2007;human;DTU Denmark;Ethiopia;NA;Adoptee from Ethiopia;0;0;2;1;1;1;0;1;0;1;1;0;1;2;2;1;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;100;0
32640_1_51;397607;ERS3779216;ERR9516201;NA;NA;307490;307490;7922;750;3;3;10;pass;yes;Concord;NA;NA;NA;DTU Denmark;NA;NA;NA;0;0;1;1;1;1;0;1;0;1;0;0;1;2;2;1;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;100;0
SRS906593;57148;SRS906593;SRR1970017;NA;NA;31514;31514;7922;750;3;3;10;pass;yes;NA;UK;2014;human;UKHSA;NA;NA;NA;0;0;2;1;1;1;0;1;0;1;0;0;1;2;2;1;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;100;0
FD01846382;GR889;ERS3943551�;ERR3635336;NA;NA;210093;210093;7922;750;3;3;10;pass;yes;6,7:l,v:-;Ethiopia;2006;stool;Jimma University;Ethiopia;Addis Ababa;NA;0;0;2;1;1;1;0;1;0;1;1;0;1;2;2;1;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;1;100;0;0;96.49;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;100;0
FD01848716;GR536;ERS3945007�;ERR3636805;NA;NA;211547;211547;7922;750;3;3;10;pass;yes;Concord;Ethiopia;2006;blood;Jimma University;Ethiopia;Addis Ababa;NA;0;1;2;1;1;1;0;1;0;1;1;0;1;2;2;1;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;1;100;0;0;100;0;0;0;98.71;0;0;0;0;0;0;100;100;100;0;0;0;0;0;0;100;0
FD01848764;GR742;ERS3945032�;ERR3636831;NA;NA;211590;211590;7922;750;3;3;10;pass;yes;6,7:l,v:-;Ethiopia;2006;stool;Jimma University;Ethiopia;Addis Ababa;NA;0;0;2;0;1;1;0;1;0;1;1;0;1;2;1;0;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;0;0
FD01848772;GR752;ERS3945035�;ERR3636834;NA;NA;211756;211756;7922;750;3;3;10;pass;yes;Concord;Ethiopia;2006;stool;Jimma University;Ethiopia;Addis Ababa;NA;0;2;1;1;2;1;1;1;0;1;0;0;1;3;2;0;1;0;1;1;1;0;1;0;0;1;1;1;1;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;0;0;100;100;0;0;0;0;0;0;100;0
FD01848804;GR848;ERS3945049�;ERR3636848;NA;NA;211587;211587;7922;750;3;3;10;pass;yes;Concord;Ethiopia;2006;stool;Jimma University;Ethiopia;Addis Ababa;NA;0;0;2;1;1;1;0;1;0;1;1;0;1;2;2;1;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;1;92.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;100;0
32640_1_10;H071780110;ERS3779205;ERR9516181;NA;NA;307486;307486;7922;750;3;3;10;pass;yes;Concord;UK;2007;human;DTU Denmark;NA;NA;NA;0;0;2;1;1;1;0;1;0;1;0;1;1;2;2;1;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;100;0
NA;53073;SRS1220577;SRR3049964;NA;NA;7922;7922;7922;750;3;3;10;pass;yes;NA;UK;NA;human;UKHSA;NA;NA;NA;0;0;2;1;1;1;0;1;0;1;0;0;1;2;2;1;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;100;0
NA;PNUSAS004042;SRS1859941;SRR5110485;NA;NA;55860;55860;7922;750;3;3;10;pass;yes;NA;USA;2009;stool;CDC;NA;NA;NA;0;0;1;1;1;1;0;1;0;1;0;0;1;2;2;1;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;100;0
NA;PNUSAS011828;SRS2720313;SRR6329251;NA;NA;99842;99842;7922;750;3;3;8;pass;yes;NA;USA;NA;NA;CDC;NA;NA;NA;0;0;1;1;1;1;0;1;0;2;1;0;1;2;2;1;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;2;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;100;0
NA;628821;SRS9697294;SRR15362111;NA;NA;280664;166003;7922;750;3;3;9;pass;yes;NA;UK;2018;human;UKHSA;NA;NA;NA;0;0;2;1;1;1;0;1;0;1;0;0;1;2;2;1;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;0;0
32640_1_72;7144;ERS3779220;ERR9516211;NA;NA;307467;307467;7922;750;4;4;13;pass;yes;Concord;France;2007;urine;Institut Pasteur;Ethiopia;NA;Adoptee from Ethiopia;0;2;1;1;1;0;0;0;0;2;0;0;0;3;2;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0
32640_1_5;13000131;ERS3779222;ERR9516178;NA;NA;308002;308002;7922;750;4;4;14;pass;yes;Concord;France;2005;meconium;Institut Pasteur;NA;NA;NA;0;2;2;2;1;0;0;0;0;1;0;0;1;3;2;1;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;100;0;0;100;0
32640_1_34;53282;ERS3779233;ERR9516192;NA;NA;307476;307476;7922;750;4;4;14;pass;yes;Concord;France;2005;stool;Institut Pasteur;NA;NA;NA;0;2;2;2;1;0;0;0;0;2;0;0;1;3;2;1;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;100;0;0;100;0
32640_1_86;40347;ERS3779238;ERR9516219;NA;NA;307441;307441;7922;750;4;4;14;pass;yes;Concord;France;2004;stool;Institut Pasteur;NA;NA;NA;0;2;1;1;0;0;0;0;0;1;0;0;0;2;2;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;100;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;100;0
32640_1_50;62792;ERS3779242;ERR9516200;NA;NA;307478;307478;7922;750;4;4;13;pass;yes;6,7:l,v:-;France;2006;stool;Institut Pasteur;NA;NA;Likely from Ethiopia;0;1;2;2;1;0;0;0;0;2;0;0;1;3;2;0;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;100;0
32640_1_106;52657;ERS3779246;ERR9516229;NA;NA;307451;307451;7922;750;4;4;14;pass;yes;Concord;France;2005;stool;Institut Pasteur;NA;NA;NA;0;2;1;1;1;0;0;0;0;2;0;0;0;3;2;1;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;100;0
32640_1_122;56941;ERS3779282;ERR9516236;NA;NA;307436;307436;7922;750;4;4;13;pass;yes;6,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32640_1_206;64307;ERS3779287;ERR9516278;NA;NA;307396;307396;7922;750;4;4;13;pass;yes;6,7:l,v:-;France;2006;stool;Institut Pasteur;Ethiopia;NA;Adoptee from Ethiopia;0;2;2;2;1;0;0;0;0;2;0;0;1;3;2;0;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;100;100;0
32640_1_235;101027;ERS3779297;ERR9516292;NA;NA;307414;307414;7922;750;4;4;11;pass;yes;Concord;France;2010;stool;Institut Pasteur;Ethiopia;NA;Adoptee from Ethiopia;0;1;0;0;1;0;0;0;0;2;0;0;0;3;2;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;100;0
32640_1_247;64513;ERS3779299;ERR9516298;NA;NA;307393;307393;7922;750;4;4;13;pass;yes;Concord;France;2006;stool;Institut Pasteur;Ethiopia;NA;NA;0;2;2;2;1;0;0;0;0;2;0;0;1;3;2;0;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0
32640_1_147;6763;ERS3779301;ERR9516248;NA;NA;307452;307452;7922;750;4;4;13;pass;yes;6,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32640_1_261;55547;ERS3779309;ERR9516306;NA;NA;307528;307528;7922;750;4;4;14;pass;yes;Concord;France;2005;stool;Institut Pasteur;NA;NA;NA;0;2;1;1;1;0;0;0;0;2;0;0;0;3;2;1;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;100;0;0;100;0
32640_1_180;66244;ERS3779332;ERR9516265;NA;NA;307435;307435;7922;750;4;4;13;pass;yes;Concord;France;2006;stool;Institut Pasteur;NA;NA;Household contact with an adoptee from Ethiopia (200604307);0;2;1;1;1;0;0;0;0;2;0;0;0;3;2;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;100;100;0
32640_1_188;48042;ERS3779334;ERR9516269;NA;NA;307422;307422;7922;750;4;4;14;pass;yes;Concord;France;2004;stool;Institut Pasteur;Ethiopia;NA;Adoptee from Ethiopia;0;2;2;2;1;0;0;0;0;2;0;0;1;3;2;1;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;100;0;0;100;0
32640_1_208;47498;ERS3779340;ERR9516279;NA;NA;307405;307405;7922;750;4;4;14;pass;yes;Concord;France;2004;stool;Institut Pasteur;Ethiopia;NA;Adoptee from Ethiopia;0;2;2;2;1;0;0;0;0;2;0;0;1;3;2;1;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;100;0
32640_1_341;5338;ERS3779342;ERR9516346;NA;NA;307496;307496;7922;750;4;4;14;pass;yes;Concord;France;2005;stool;Institut Pasteur;Ethiopia;NA;Adoptee from Ethiopia;0;2;1;1;1;0;0;0;0;2;0;0;1;3;2;1;0;1;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;100;0;0;100;0
32640_1_225;49447;ERS3779346;ERR9516288;NA;NA;307400;307400;7922;750;4;4;14;pass;yes;Concord;France;2004;stool;Institut Pasteur;NA;NA;NA;0;3;1;2;1;0;0;0;0;2;0;0;1;3;2;1;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;1;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;100;0;0;100;0
32640_1_354;6607;ERS3779358;ERR9516353;NA;NA;307493;307493;7922;750;4;4;14;pass;yes;Concord;France;2006;stool;Institut Pasteur;Ethiopia;NA;NA;0;2;2;2;1;0;0;0;0;2;0;0;1;3;2;1;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;100;0
32640_1_253;92681;ERS3779356;ERR9516302;NA;NA;307532;307532;7922;750;4;4;11;pass;yes;Concord;France;2009;stool;Institut Pasteur;Ethiopia;NA;Adoptee from Ethiopia;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0
32640_1_276;70252;ERS3779177;ERR9516313;NA;NA;307525;307525;7922;750;4;4;12;pass;yes;Concord;USA;2007;stool;DTU Denmark;Ethiopia;Addis Ababa - Orphanage D;US/Colorado;0;1;2;2;1;0;0;0;0;2;0;0;1;3;2;0;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;100;0
32640_1_280;70256;ERS3779173;ERR9516315;NA;NA;307533;42440;7922;750;4;4;12;pass;yes;Concord;USA;2007;stool;DTU Denmark;Ethiopia;Addis Ababa - Orphanage D;US/Missouri;0;1;2;2;1;0;0;0;0;2;0;0;1;3;2;0;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;100;0
32640_1_281;60689;ERS3779176;ERR9516316;NA;NA;307524;307524;7922;750;4;4;12;pass;yes;Concord;USA;2006;stool;DTU Denmark;Ethiopia;NA;US/Illinois;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32640_1_289;0607F10405;ERS3779178;ERR9516320;NA;NA;307518;42438;7922;750;4;4;12;pass;yes;Concord;Denmark;2006;stool;DTU Denmark;Ethiopia;Addis Ababa - Orphanage C/B;NA;0;2;2;2;1;0;0;0;0;2;0;0;1;3;2;0;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0
32640_1_300;0507H39181;ERS3779180;ERR9516325;NA;NA;307516;307516;7922;750;4;4;14;pass;yes;Concord;Denmark;2005;stool;DTU Denmark;Ethiopia;Addis Ababa - Orphanage A/B;NA;0;2;2;2;1;0;0;0;0;2;0;0;1;1;2;1;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;100;0
32640_1_308;1020163;ERS3779184;ERR9516329;NA;NA;307523;307523;7922;750;4;4;14;pass;yes;Concord;The Netherlands;2005;stool;DTU Denmark;NA;NA;NA;0;2;2;2;1;0;0;0;0;2;0;0;1;1;2;1;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;100;0
32640_1_312;50142;ERS3779183;ERR9516331;NA;NA;219443;219443;7922;750;4;4;14;pass;yes;Concord;Ireland;2005;human;DTU Denmark;Ethiopia;NA;Adoptee from Ethiopia;0;2;2;2;1;0;0;0;0;2;0;0;1;3;2;1;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;100;0;0;100;0
